archiveshub:note	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	dcndl:alternative	dcndl:callNumber	dcndl:sourceIdentifier	dcndl:volume	dcterms:alternative	dcterms:contributor	dcterms:created	dcterms:creator	dcterms:date	dcterms:description	dcterms:extent	dcterms:format	dcterms:identifier	dcterms:isPartOf	dcterms:language	dcterms:publisher	dcterms:relation	dcterms:rights	dcterms:subject	dcterms:title	dcterms:type	bibo:identifier	bibo:numVolumes	bibo:shortDescription	bibo:volume	http://purl.org/utrepo/koumin#facsimile	http://purl.org/utrepo/koumin#jyo	http://purl.org/utrepo/koumin#mark	http://purl.org/utrepo/koumin#moku	http://purl.org/utrepo/koumin#rui	http://purl.org/utrepo/koumin#titleA	http://purl.org/utrepo/koumin#titleB	http://purl.org/utrepo/koumin#titleC	http://purl.org/utrepo/koumin#titleD	uterms:annotedManifest	uterms:bunko	uterms:databaseLabel	uterms:linkToTapas	uterms:manifestUri	uterms:sort	uterms:year	rdf:type	rdfs:seeAlso	foaf:thumbnail
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35.5×24	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/837cec6b-8d6a-42a0-9fe0-735b2de3ce41	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	持丸長者	鯰絵	837cec6b-8d6a-42a0-9fe0-735b2de3ce41															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81688/manifest	109	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81688	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88489/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		23×35	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/833ceefd-42a9-44a4-81e2-bc95dc626303	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	地震方々人逃状之事	鯰絵	833ceefd-42a9-44a4-81e2-bc95dc626303															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81689/manifest	58	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81689	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88438/full/200,151/0/default.jpg
02-064	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35.5×24	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		金堂筆	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d2939332-bdaa-4969-bbf6-a63e36452224	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	三職よろこび餅	鯰絵	d2939332-bdaa-4969-bbf6-a63e36452224															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81690/manifest	160	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81690	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88540/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												32.5×48	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		図:栃木県那須郡矢又村 保志 健	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/fa10f938-53b1-40ac-88fa-a08a1956a8f3	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	野州二荒山温泉図		fa10f938-53b1-40ac-88fa-a08a1956a8f3															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81691/manifest	449		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81691	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88825/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36.5×49.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/8dd9fef8-8862-4e6c-94fd-62d5d7af3b3f	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	しんよし原大なまづゆらひ	鯰絵	8dd9fef8-8862-4e6c-94fd-62d5d7af3b3f															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81692/manifest	172	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81692	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88552/full/200,151/0/default.jpg
大正大震災の時復刻される、裏:安政大地震他	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		40×55	活版		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		大正12年10月21日発行 発行者:檜村音次郎、定価30銭	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d986146a-bfe3-48b4-b2f6-6b72ae4294a4	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	江戸大地しん大火場所附(復刻版)	かわら版	d986146a-bfe3-48b4-b2f6-6b72ae4294a4															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81693/manifest	222	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81693	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88602/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36×24	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		寅二年の改め、芳盛画、雷の風刺画か	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/affd8c50-e309-47db-928c-d4108458f1ce	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	流行浮世咄し	錦絵	affd8c50-e309-47db-928c-d4108458f1ce															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81694/manifest	159	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81694	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88539/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		25×36.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d634a4fe-825c-499a-9002-f545897de258	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	四民不動礎 吉例暫	鯰絵	d634a4fe-825c-499a-9002-f545897de258															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81695/manifest	75	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81695	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88455/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		17.5×23	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/442f9188-eb61-4a66-8396-929d63fe027f	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	おどけはなし	かわら版	442f9188-eb61-4a66-8396-929d63fe027f															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81696/manifest	311	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81696	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88691/full/200,151/0/default.jpg
袋	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		19×13	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/00bbc629-9a2c-400e-b879-f6fa4a238d04	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	世直り細見(袋)	かわら版	00bbc629-9a2c-400e-b879-f6fa4a238d04															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81697/manifest	296	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81697	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88676/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35×23.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/77afce4d-27b8-44c4-a453-81c5deeadd48	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	是から世直し厄はらひ	かわら版	77afce4d-27b8-44c4-a453-81c5deeadd48															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81698/manifest	251	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81698	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88631/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										嘉永7年11月4日		16×22	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d8bd85a0-d757-47e5-8f54-579cffb9ec1b	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	大地震大津浪世直し万歳	かわら版	d8bd85a0-d757-47e5-8f54-579cffb9ec1b															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81699/manifest	317	1854	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81699	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88697/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35×24	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/fde6e441-40da-4a32-8831-df68bdc4da13	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	江戸前かばやき鯰大火場焼	鯰絵	fde6e441-40da-4a32-8831-df68bdc4da13															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81700/manifest	246	1855	http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81700	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88626/full/200,151/0/default.jpg
01-007と同じ	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35×93	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/73b2ea81-5009-4d39-a153-c825ad3cc925	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	江戸大地震出火場所附	かわら版	73b2ea81-5009-4d39-a153-c825ad3cc925															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81701/manifest	36	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81701	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88416/full/200,151/0/default.jpg
5-39の墨摺	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		17.5×23	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d459794e-d329-41b0-b1b2-5cfe3552cb2d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	打身骨抜即席御りやう治	かわら版	d459794e-d329-41b0-b1b2-5cfe3552cb2d															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81702/manifest	322	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81702	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88702/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										嘉永7年6月14日		41×63	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1b5261a8-893c-4b4a-be15-c26e38089115	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	伊勢伊賀志摩近江尾張美濃大地震の図	かわら版	1b5261a8-893c-4b4a-be15-c26e38089115															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81703/manifest	275	1854	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81703	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88655/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		30×90	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1bcc61fa-8744-4cdd-bbd9-bf16d792288d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	ゆるがぬ御代要之石寿栄	かわら版	1bcc61fa-8744-4cdd-bbd9-bf16d792288d															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81704/manifest	13	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81704	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88393/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												36×47	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		英泉画	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/39e7adb6-2329-455e-8478-512a4662213c	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	上州草津温泉之全図	錦絵	39e7adb6-2329-455e-8478-512a4662213c															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81705/manifest	388		http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81705	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88768/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												27×36			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		湯本 田村佐太夫版	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/cb6ad505-55d6-4d96-9288-fa8c79870205	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	上毛四万温泉功能		cb6ad505-55d6-4d96-9288-fa8c79870205															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81706/manifest	458		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81706	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88834/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36×50	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1fa7f25e-7fef-450e-98a6-de36919af10f	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	東都珍事実録咄	かわら版	1fa7f25e-7fef-450e-98a6-de36919af10f															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81707/manifest	229	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81707	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88609/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												27.5×38.5	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		群馬県下碓氷郡碓氷温泉 金湯社	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ae072157-451f-4a2f-947f-77b2cca0e371	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	上野国碓氷温泉之全図		ae072157-451f-4a2f-947f-77b2cca0e371															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81708/manifest	454		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81708	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88830/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										嘉永4年中秋月		37×51	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/b17dae8e-711f-4865-ae70-6bf32fc253de	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	その他	天保改勢珍説増補鯰年代雑記	かわら版	b17dae8e-711f-4865-ae70-6bf32fc253de															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81709/manifest	37	1851	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81709	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88417/full/200,151/0/default.jpg
02-087	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36×25.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/5d47d260-1fdf-4a9e-9c74-3386e3b69aa6	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	振出し鯰薬	鯰絵	5d47d260-1fdf-4a9e-9c74-3386e3b69aa6															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81710/manifest	88	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81710	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88468/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35×24.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ece715e7-7773-412f-a946-37c9cd33d6d4	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	村里時四郎 明烏花焼衣	鯰絵	ece715e7-7773-412f-a946-37c9cd33d6d4															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81711/manifest	101	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81711	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88481/full/200,151/0/default.jpg
36658	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										嘉永7年11月5日		34×48	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/e6cecd1e-5406-41ea-b3eb-2022e9cd4b6f	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	大坂川口大つなみ混雑記	かわら版	e6cecd1e-5406-41ea-b3eb-2022e9cd4b6f															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81712/manifest	263	1854	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81712	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88643/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政3年8月25日		22.5×31	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c7235e30-8f91-4fb4-b646-6cbc4cc73f6b	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	安政三年辰八月二十五日江戸大風雨(仮)	かわら版	c7235e30-8f91-4fb4-b646-6cbc4cc73f6b															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81713/manifest	289	1856	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81713	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88669/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		33×46			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/4cd87d6b-9f2f-4ac0-9f7a-8944be1b0ced	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	江戸大地震出火次第	かわら版	4cd87d6b-9f2f-4ac0-9f7a-8944be1b0ced															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81714/manifest	126	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81714	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88506/full/200,151/0/default.jpg
