archiveshub:note	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	dcndl:alternative	dcndl:callNumber	dcndl:sourceIdentifier	dcndl:volume	dcterms:alternative	dcterms:contributor	dcterms:created	dcterms:creator	dcterms:date	dcterms:description	dcterms:extent	dcterms:format	dcterms:identifier	dcterms:isPartOf	dcterms:language	dcterms:publisher	dcterms:relation	dcterms:rights	dcterms:subject	dcterms:title	dcterms:type	bibo:identifier	bibo:numVolumes	bibo:shortDescription	bibo:volume	http://purl.org/utrepo/koumin#facsimile	http://purl.org/utrepo/koumin#jyo	http://purl.org/utrepo/koumin#mark	http://purl.org/utrepo/koumin#moku	http://purl.org/utrepo/koumin#rui	http://purl.org/utrepo/koumin#titleA	http://purl.org/utrepo/koumin#titleB	http://purl.org/utrepo/koumin#titleC	http://purl.org/utrepo/koumin#titleD	uterms:annotedManifest	uterms:bunko	uterms:databaseLabel	uterms:linkToTapas	uterms:manifestUri	uterms:sort	uterms:year	rdf:type	rdfs:seeAlso	foaf:thumbnail
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1469-080-22		成化5.8.22				0006-00036	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/6ada100b-9ad3-4f9a-a0cf-cb991fdbbd10	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		山東都司幷南北直隸沿邊沿海衞所軍餘犯該守哨巡哨者定撥宣府大同幷遼東等處沿邊墩臺例		6ada100b-9ad3-4f9a-a0cf-cb991fdbbd10	第2冊		卷6	上-154上裏	第5條	乙4-265(6-15)	徒流遷徙地方(徒流遷徒地方)	名例類	山東(郡)(都]司竝南北直隸沿邊沿海衞所軍餘犯該守哨巡哨者定撥宣府大同竝(運)[遼]東等處沿邊墩臺例	山東郡司幷南北直隸沿海沿邊衞所軍餘犯該守哨巡哨者定撥宣府大同幷運東等處沿邊墩臺例	山東都司竝南北直隸沿邊沿海衞所軍餘犯該守哨巡哨者定撥宣府大同竝遼東等處沿邊墩臺例	山東都司幷南北直隸沿邊沿海衞所軍餘犯該守哨巡哨者定撥宣府大同幷遼東等處沿邊墩臺例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99443/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99443	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100957/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1470-120-29		成化6.12.29				0006-00037	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2f423c52-d8b7-4003-b118-0ea4ec648ab2	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		在京幷陝西河南山西等處問擬充軍罪囚暫發延緩等衞差操例		2f423c52-d8b7-4003-b118-0ea4ec648ab2	第2冊		卷6	上-154下裏	第6條	乙4-266(6-16)	徒流遷徙地方(徒流遷徒地方)	名例類	在京竝陝西河南山西等處問擬充軍罪囚[暫]發延綏等衞差操例	在京幷陝西河南山西等處問擬充軍罪囚發延緩等衞差操例	在京竝陝西河南山西等處問擬充軍罪囚暫發延綏等衞差操例	在京幷陝西河南山西等處問擬充軍罪囚暫發延緩等衞差操例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99444/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99444	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103126/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1474-040-08		成化10.4.8				0006-00038	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ed9fe0ee-3288-4b16-9f67-2b310d49a845	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		矜疑竊盜等囚犯發楡林充軍逃回者調衞事例		ed9fe0ee-3288-4b16-9f67-2b310d49a845	第2冊		卷6	上-155下表	第7條	乙4-267(6-17)	徒流遷徙地方(徒流遷徒地方)	名例類	矜疑強竊盜等囚犯發楡林充軍逃回者調遼東例	矜疑強竊盜等囚犯發楡林充軍逃回者調遼東例	矜疑[強]竊盜等囚犯發楡林充軍逃回者調(衞事)[遼東]例	矜疑竊盜等囚犯發楡林充軍逃回者調衞事例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99445/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99445	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102822/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1475-040-06		成化11.4.6				0006-00039	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8639cb53-ee3f-4429-94cb-415cce0a763e	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		法司問擬有力徒流與充軍爲民囚犯及巡獲私鹽船隻撥發天津楊淸驛協同接遞幷禁約往來使客不許勒辦燈燭下程蔬菜等物例		8639cb53-ee3f-4429-94cb-415cce0a763e	第2冊		卷6	上-156上表	第8條	乙4-268(6-18)	徒流遷徙地方(徒流遷徒地方)	名例類	法司問擬有力徒流與充軍爲民囚犯及巡獲私鹽船隻撥發天津楊靑驛協同(按)[接]遞竝禁約[過]往使客不許勒辦燈燭下程蔬菜等物例	法司問擬有力徒流與充軍爲民囚犯及巡獲私鹽舡隻撥發天津楊靑驛協同按遞幷禁約往使客不許勒辦燈燭下程蔬菜等物例	法司問擬有力徒流與充軍爲民囚犯及巡獲私鹽船隻撥發天津楊靑驛協同接遞竝禁約過往使客不許勒辦燈燭下程蔬菜等物例	法司問擬有力徒流與充軍爲民囚犯及巡獲私鹽船隻撥發天津楊淸驛協同接遞幷禁約往來使客不許勒辦燈燭下程蔬菜等物例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99446/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99446	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101808/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1475-100-03		成化11.10.3				0006-00042	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/52a4f9bc-cc93-4ecb-b06b-7ebcbf627f03	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		官舍人等押解充軍囚犯賣放者問該絞官發邊方立功五年復職舍餘人等發邊衞充軍徒罪以下及無贓者發邊方立功一年還職舍餘人等抵充軍役候獲正軍替改該府首領官不行差委的當人員政令受贓及在逃者一體參奏該吏拏問若眞犯斬絞免死充軍在逃者拏獲仍照原問死罪處決雜犯死罪與徒罪充軍在逃者拏獲枷號三箇月改撥極邊衞充軍例		52a4f9bc-cc93-4ecb-b06b-7ebcbf627f03	第2冊		卷6	上-157下表	第9條	乙4-271(6-19)	徒流遷徙地方(徒流遷徒地方)	名例類	官舍人等押解充軍囚犯賣放者問該絞官發邊方立功五年復職舍餘人等發邊衞充軍徒罪以下及無職者官發邊方立功一年還職舍餘人等抵充軍(從)[役]候獲正軍替放該府首領官不行差委的當人員致令受贓及在逃者一體(察)[參]奏該吏拏問若眞犯斬絞免死充軍在逃者拏獲仍[照](舊)原問死罪處決雜犯死罪與徒罪充軍在逃者拏獲枷號三個月改撥極邊衞分充軍例	官舍人等押解充軍囚犯賣放者問該絞官發邊方立功五年復職舍餘人等發邊衞充軍徒罪以下及無職者官發邊方立功一年還職舍餘人等抵充軍從候獲正軍替放該府首領官不行差委的當人員致令受贓及在逃者一體察奏該吏拏問若眞犯斬絞免死充軍在逃者拏獲仍舊原問死罪處決雜犯死罪與徒罪充軍在逃者拏獲枷號三箇月改發極邊衞分充軍例	官舍人等押解充軍囚犯賣放者問該絞官發邊方立功五年復職舍餘人等發邊衞充軍徒罪以下及無職者[官]發邊方立功一年還職舍餘人等抵充軍役候獲正軍替(改)[放]該府首領官不行差委的當人員(政)致令受贓及在逃者一體參奏該吏拏問若眞犯斬絞免死充軍在逃者拏獲仍照原問死罪處決雜犯死罪與徒罪充軍在逃者拏獲枷號三個月改撥極邊衞充軍例	官舍人等押解充軍囚犯賣放者問該絞官發邊方立功五年復職舍餘人等發邊衞充軍徒罪以下及無贓者發邊方立功一年還職舍餘人等抵充軍役候獲正軍替改該府首領官不行差委的當人員政令受贓及在逃者一體參奏該吏拏問若眞犯斬絞免死充軍在逃者拏獲仍照原問死罪處決雜犯死罪與徒罪充軍在逃者拏獲枷號三箇月改撥極邊衞充軍例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99447/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99447	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101174/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1482-070-01		成化18.7.1				0006-00043	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/e641f46d-6be8-44f1-bc23-da08a2a8964f	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		通行在京法司幷陝西河南山西等處問刑衙門遇有充軍罪囚及降調立功應撥楡林者分撥一半與諸虜衞差操例		e641f46d-6be8-44f1-bc23-da08a2a8964f	第2冊		卷6	上-158上表	第10條	乙4-272(6-20)	徒流遷徙地方(徒流遷徒地方)	名例類	通行在京法司竝陝西河南山西等處問刑衙門遇有充軍罪囚及降調立功應撥楡林者分撥一半(典)與(諸)[靖]虜衞差操例	通行在京法司幷陝西河南山西等處問刑衙門遇有充軍罪囚及降調立功應撥楡林者分撥一半典諸虜衞差操例	通行在京法司竝陝西河南山西等處問刑衙門遇有充軍罪囚及降調立功應撥楡林者分撥一半與靖虜衞差操例	通行在京法司幷陝西河南山西等處問刑衙門遇有充軍罪囚及降調立功應撥楡林者分撥一半與諸虜衞差操例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99448/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99448	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101960/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1483-090-25		成化19.9.25				0006-00046	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/9e551731-d933-4921-b25b-d872a4fa66d7	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		本邊充軍人犯編發別邊		9e551731-d933-4921-b25b-d872a4fa66d7	第2冊		卷6	上-159下表	第11條	乙4-274(6-21)	徒流遷徙地方(徒流遷徒地方)	名例類	本邊充軍人犯編發別衞	本邊充軍人犯編發別衞	本邊充軍人犯編發別衞	本邊充軍人犯編發別邊			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99449/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99449	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101390/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1484-090-12		成化20.9.12				0006-00047	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5f0671c6-ef3d-4c94-9096-fe3fc7f6e26d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		軍官漏報舍人立功三年		5f0671c6-ef3d-4c94-9096-fe3fc7f6e26d	第2冊		卷6	上-159下裏	第12條	乙4-275(6-22)	徒流遷徙地方(徒流遷徒地方)	名例類	軍官漏報舍人立功三年	軍官漏報舍人立功三年	軍官漏報舍人立功三年	軍官漏報舍人立功三年			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99450/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99450	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102392/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1490-090-24		弘治3.9.24				0006-00047	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8189bf06-e1c5-4e46-8138-3aca301a35d4	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		議處編充軍人犯		8189bf06-e1c5-4e46-8138-3aca301a35d4	第2冊		卷6	上-160上表	第13條	乙4-275(6-23)	徒流遷徙地方(徒流遷徒地方)	名例類	議處[編發]充軍人犯	議處充軍人犯	議處編[發]充軍人犯	議處編充軍人犯			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99451/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99451	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102511/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1492-030-99		弘治5.3				0006-00051	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/cb9bc4e1-3d64-4326-b02d-a22d2c1764a0	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		鬭毆絞罪囚犯拜久無贓強盜曾經破產私和奏發充軍今後照例奏		cb9bc4e1-3d64-4326-b02d-a22d2c1764a0	第2冊		卷6	上-161下裏	第14條	乙4-278(6-24)	徒流遷徙地方(徒流遷徒地方)	名例類	鬭毆絞罪囚犯竝監久無贓強盜曾經破產私和奏發充軍今後照例奏請	鬭毆絞罪囚犯幷監久無贓強盜曾經破產私和奏發充軍今後照例奏請	鬭毆絞罪囚犯竝[監)久無贓強盜曾經破產私和奏發充軍今後照例奏請	鬭毆絞罪囚犯拜久無贓強盜曾經破產私和奏發充軍今後照例奏			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99452/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99452	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103534/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1492-010-99		弘治5.10				0006-00051	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/175d33cd-6fb8-45c6-9a43-cd65b3617ab7	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		行移大同宣府巡撫巡按幷問刑衙門凡軍職犯該雜犯死罪者大同發宣府極東宣府大同極西衞所立功		175d33cd-6fb8-45c6-9a43-cd65b3617ab7	第2冊		卷6	上-162上表	第15條	乙4-278(6-25)	徒流遷徙地方(徒流遷徒地方)	名例類	行移大同宣府巡(檢)[撫]巡按竝問刑衙門凡軍職犯該雜犯死罪者大同發宣府極東宣府發大同極西衞所立功	行移大同宣府巡檢巡按幷問刑衙門凡軍職犯該雜犯死罪者大同發宣府極東宣府發大同極西衞所立功	行移大同宣府巡撫巡按竝問刑衙門凡軍職犯該雜犯死罪者大同發宣府極東宣府發大同極西衞所立功	行移大同宣府巡撫巡按幷問刑衙門凡軍職犯該雜犯死罪者大同發宣府極東宣府大同極西衞所立功			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99453/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99453	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102885/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1492-100-07		弘治5.10.7				0006-00052	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2f051c62-1fbf-4d7f-893e-226ff23275e2	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		兩廣充軍人犯巡撫巡按審問合律隨卽發遣着衞申呈兵部照驗		2f051c62-1fbf-4d7f-893e-226ff23275e2	第2冊		卷6	上-162上裏	第16條	乙4-279(6-26)	徒流遷徙地方(徒流遷徒地方)	名例類	兩廣充軍人犯巡撫巡按審問合律隨卽發遣(者)[着]衞申呈兵部(無)[照]驗	兩廣充軍人犯巡撫巡按審問合律隨卽發遣者衞申呈兵部無驗	兩廣充軍人犯巡撫巡按審問合律隨卽發遣着衞申呈兵部照驗	兩廣充軍人犯巡撫巡按審問合律隨卽發遣着衞申呈兵部照驗			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99454/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99454	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100712/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1493-040-23		弘治6.4.23				0006-00053	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4d025163-26e4-434c-a928-2e0a9153a52a	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		通行兩京三法司幷在外問刑衙門將應該充軍囚犯係北方者發四海治等處係南方者發都淸等處缺軍衞分充軍		4d025163-26e4-434c-a928-2e0a9153a52a	第2冊		卷6	上-163上表	第17條	乙4-280(6-27)	徒流遷徙地方(徒流遷徒地方)	名例類	通行兩京三法司竝在外問刑衙門將應該充軍囚犯係北方者[發]四海(治)[冶]等處係南方者發都淸等處缺軍衞分充軍	通行兩京三法司幷在外問刑衙門將應該充軍囚犯係北方者四海治等處係南方者發都淸等處缺軍衞分充軍	通行兩京三法司竝在外問刑衙門將應該充軍囚犯係北方者發四海冶等處係南方者發都淸等處[缺]軍衞分充軍	通行兩京三法司幷在外問刑衙門將應該充軍囚犯係北方者發四海治等處係南方者發都淸等處缺軍衞分充軍			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99455/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99455	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102635/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1493-050-18		弘治6.5.18				0006-00056	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0e95a30d-7630-4d9f-8b07-9a82cc904475	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		行移大同宣府巡撫巡按幷問刑衙門軍職犯該雜死罪大同發宣府極東宣府發大同極西衞所立功		0e95a30d-7630-4d9f-8b07-9a82cc904475	第2冊		卷6	上-164下表	第18條	乙4-282(6-28)	徒流遷徙地方(徒流遷徒地方)	名例類	行移大同宣府巡撫巡按竝問刑衙門凡軍職犯該雜犯死罪大同發宣府極東宣府發大同極西衞所立功	行移大同宣府巡撫巡按幷問刑衙門凡軍職犯該雜犯死罪大同發宣府極東宣府發大同極西衞所立功	行移大同宣府巡撫巡按竝問刑衙門[凡]軍職犯該雜[犯]死罪大同發宣府極東宣府發大同極西衞所立功	行移大同宣府巡撫巡按幷問刑衙門軍職犯該雜死罪大同發宣府極東宣府發大同極西衞所立功			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99456/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99456	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102070/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1493-060-99		弘治6.6				0006-00059	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/003426dc-c409-4fc6-8dd3-d503424b23eb	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		重囚情可矜疑各照南北地方編發一千里外缺軍衞分充軍		003426dc-c409-4fc6-8dd3-d503424b23eb	第2冊		卷6	上-165下裏	第19條	乙4-284(6-29)	徒流遷徙地方(徒流遷徒地方)	名例類	重囚情可矜疑各照南(方)北地方編發一千里外缺軍衞分充軍	重囚情可矜疑各照南方北地方編發一千里外缺軍衞分充軍	重囚情可矜疑各照南北地方編發一千里外缺軍衞分充軍	重囚情可矜疑各照南北地方編發一千里外缺軍衞分充軍			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99457/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99457	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104330/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1493-060-99		弘治6.6				0006-00059	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/155a0092-62ae-424d-b220-0d25172dbe83	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		重囚情可矜疑發南北一千里外充軍		155a0092-62ae-424d-b220-0d25172dbe83	第2冊		卷6	上-166上表	第20條	乙4-285(6-30)	徒流遷徙地方(徒流遷徒地方)	名例類	重囚情可矜疑發南北一千里外充軍	重囚情可矜疑發南北一千里外充軍	重囚情可矜疑發南北一千里外充軍	重囚情可矜疑發南北一千里外充軍			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99458/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99458	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101864/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1494-080-25		弘治7.8.25				0006-00060	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/15d5819a-f2b5-4aa1-bdf3-a1ed34edddd6	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		節問充軍隨卽逃回愈肆兇惡枷號三箇月改撥極邊衞分永遠充軍遇革不宥		15d5819a-f2b5-4aa1-bdf3-a1ed34edddd6	第2冊		卷6	上-166下表	第21條	乙4-285(6-31)	徒流遷徙地方(徒流遷徒地方)	名例類	節問充軍隨卽逃回愈肆兇惡枷號三個月改撥[極]邊衞分永遠充軍遇革不宥	節問充軍隨卽逃回愈肆兇惡枷號三箇月改撥邊衞分永遠充軍遇革不宥	節問充軍隨卽逃回愈肆兇惡枷號三個月改撥極邊衞分永遠充軍遇革不宥	節問充軍隨卽逃回愈肆兇惡枷號三箇月改撥極邊衞分永遠充軍遇革不宥			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99459/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99459	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100821/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1465-010-22		成化1.1.22				0007-00003	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/b9ea6bd2-40b7-4878-88b9-4a97885f4f47	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		文職奮勇殺賊沒於陣戰者本身褒贈行取或子男弟姪一人入監讀書錄用例		b9ea6bd2-40b7-4878-88b9-4a97885f4f47	第2冊		卷7	上-169下表	第1條	乙4-292(7-1)	官員襲蔭	吏部類	文職奮勇殺賊沒於戰陣者本身褒贈行取子男或弟姪一人入監讀書錄用例	文職奮勇殺賊沒於戰陣者本身褒贈行取或子男弟姪一人入監讀書錄用例	文職奮勇殺賊沒於戰陣者本身褒贈行取子男或弟姪一人入監讀書錄用例	文職奮勇殺賊沒於陣戰者本身褒贈行取或子男弟姪一人入監讀書錄用例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99460/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99460	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101257/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:2					1467-030-07		成化3.3.7				0007-00005	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/b6cb5b25-c7f8-450c-80f7-774bafac40e9	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		在京三品以上官子孫聽令一人送監讀書出身例		b6cb5b25-c7f8-450c-80f7-774bafac40e9	第2冊		卷7	上-170上裏	第2條	乙4-293(7-2)	官員襲蔭	吏部類	在京三品以上官子孫聽令一人送監讀書出身例	在京三品以上官子孫聽令一人送監讀書出身例	在京三品以上官子孫聽令一人送監讀書出身例	在京三品以上官子孫聽令一人送監讀書出身例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99461/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99461	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102039/full/200,151/0/default.jpg
